tid;acceleration
7,88;5,87561541208307
7,89;5,08367877611312
7,9;4,15086727760182
7,91;2,12147956511742
7,92;0,231032234004286
7,93;-0,577896970935361
7,94;-1,50637823645048
7,95;-3,36545807424691
7,96;-5,17812214346879
7,97;-6,62948379966188
7,98;-8,03420112253659
7,99;-9,07583687425935
8;-10,1426160771417
8,01;-11,4051130253821
8,02;-12,5542166755531
8,03;-12,820661835466
8,04;-13,012042709195
8,05;-12,6191198309302
8,06;-12,0225302728329
8,07;-9,84059019410062
8,08;-7,33748357201183
8,09;-2,33440225029552
8,1;2,99211182834029
8,11;10,8362409138699
8,12;18,5116485423218
8,13;24,8737208228119
8,14;29,5538812254977
8,15;21,1514634685662
8,16;13,16054954013
8,17;8,36892801625439
8,18;4,45148164466647
8,19;7,32386145588346
8,2;9,86332019313319
8,21;9,81818883845536
8,22;9,71180029110853
8,23;9,13007898526219
8,24;8,31243461750142
8,25;5,66411608836863
8,26;3,15548930538416
8,27;1,73081789386987
8,28;0,200010042414424
8,29;-2,15437663422666
8,3;-4,48157176212069
8,31;-6,59771975712182
8,32;-8,63171279098756
8,33;-10,0280603137212
8,34;-11,3129264151205
8,35;-11,7325297629
8,36;-12,1915124212982
8,37;-12,9561374937764
8,38;-13,6187974275088
8,39;-13,4900552094914
8,4;-13,1433718021671
8,41;-11,105138436735
8,42;-9,20498773201871
8,43;-8,37630650147367
8,44;-7,1062630342913
8,45;-2,41141473527149
8,46;3,50682402429171
8,47;18,9181122857272
8,48;32,4823877129707
8,49;31,7145387444649
8,5;29,6801291367239
8,51;17,8176856896277
8,52;6,8476709594276
8,53;2,802567171046
8,54;-0,650344851217737
8,55;0,491928336419592
8,56;1,94456386110678
8,57;5,80549430391135
8,58;9,04187486865655
8,59;7,4319834540165
8,6;5,82828128147008
8,61;4,27260529804112
8,62;2,70778224864142
8,63;1,07198141016864
8,64;-0,609643216337108
8,65;-2,64684319039717
8,66;-4,6726135507735
8,67;-6,60969441090869
8,68;-8,49191503059031
8,69;-9,94844083320469
8,7;-11,420191187178
8,71;-13,0100783293594
8,72;-14,412817233315
8,73;-14,3633562493728
8,74;-14,2542090963333
8,75;-13,6815840879402
8,76;-13,0190142431362
8,77;-11,657662944983
8,78;-10,13011305008
8,79;-7,31011711454
8,8;-4,27403538362461
8,81;0,443254052142343
8,82;5,4041469239724
8,83;12,2612598084841
8,84;19,2343845650671
8,85;27,1105509087672
8,86;32,8520738897638
8,87;21,9774377165155
8,88;11,9169012420959
8,89;8,19335313765335
8,9;5,29235469799856
8,91;8,79721986752869
8,92;11,7448882505192
8,93;10,3532118245854
8,94;8,94179013452661
8,95;7,37659600458499
8,96;5,82605157973148
8,97;4,38959632994306
8,98;2,93241151820529
8,99;1,3137887383591
9;-0,372210964483212
9,01;-2,58292959622446
9,02;-4,72008661550813
9,03;-6,28435949606677
9,04;-7,8369435414234
9,05;-9,29849711502972
9,06;-10,6168001927672
9,07;-10,8194950856502
9,08;-11,1464091789084
9,09;-12,4407192718344
9,1;-13,6214585414278
9,11;-13,917729388748
9,12;-14,0524135140556
9,13;-12,9286903399872
9,14;-11,7729775499021
9,15;-10,3683164101041
9,16;-8,73446218841851
9,17;-5,31785320597667
9,18;-0,822226547728989
9,19;12,0583147691546
9,2;23,8656385526076
9,21;27,3371494397487
9,22;29,7189489239304
9,23;23,6368255933098
9,24;17,3368051247665
9,25;9,34557660279987
9,26;2,31085950690791
9,27;2,69114979065298
9,28;3,37494530745015
9,29;6,41269056031986
9,3;8,87990310743548
9,31;6,92426809790816
9,32;5,00610892124359
9,33;3,37860775392046
9,34;1,83191262922359
9,35;0,911636997371013
9,36;-0,0704035512041174
9,37;-1,53148529444447
9,38;-3,05938468935552
9,39;-5,1055136776186
9,4;-7,05787382309906
9,41;-8,2829742093116
9,42;-9,50023447685395
9,43;-10,6567170723398
9,44;-11,7470844954728
9,45;-12,3246706694832
9,46;-12,8659374789565
9,47;-13,1255157069537
9,48;-13,2856791127135
9,49;-12,6747932280881
9,5;-11,9994134499682
9,51;-10,8243093087328
9,52;-9,47305616693157
9,53;-6,75693044022788
9,54;-3,48076626221373
9,55;4,13479879934467
9,56;11,9849855456582
9,57;21,6531145129433
9,58;29,9884298121543
9,59;27,9965741908193
9,6;25,0844800461213
9,61;15,0420114567305
9,62;6,0508748914473
